-0.01733398,-0.01062012,1.03430176
-0.01525879,-0.01025391,1.02136230
-0.01599121,-0.00976563,1.02526855
-0.01574707,-0.01074219,1.02734375
-0.01550293,-0.00903320,1.02490234
-0.01586914,-0.00927734,1.02575684
-0.01562500,-0.00952148,1.02893066
-0.01586914,-0.00891113,1.02563477
-0.01574707,-0.00903320,1.02807617
-0.01550293,-0.00585938,1.02136230
-0.01550293,-0.00866699,1.02734375
-0.01586914,-0.00939941,1.02709961
-0.01525879,-0.00939941,1.02490234
-0.01550293,-0.01025391,1.02514648
-0.01562500,-0.00964355,1.02893066
-0.01647949,-0.01110840,1.02722168
-0.01672363,-0.01220703,1.02832031
-0.01611328,-0.01293945,1.02587891
0.06176758,-0.02368164,1.03027344
-0.20532227,-0.00927734,1.01953125
-0.27319336,-0.01696777,1.02514648
-0.18908691,-0.02233887,1.03063965
-0.09631348,-0.01306152,1.03063965
-0.07373047,-0.03808594,1.02392578
-0.05212402,-0.01635742,1.02539062
-0.04016113,-0.01928711,1.02844238
-0.03308105,-0.01806641,1.02612305
0.01232910,-0.02062988,1.02331543
0.08447266,-0.04797363,1.03051758
0.14550781,0.00659180,1.02441406
0.15283203,-0.00915527,1.02758789
0.18908691,-0.00085449,1.02807617
0.22656250,-0.02026367,1.02722168
0.08935547,-0.02978516,1.02758789
-0.01513672,-0.02209473,1.02551270
-0.01306152,-0.02307129,1.02685547
-0.01330566,-0.02478027,1.02624512
-0.01269531,-0.02636719,1.02587891
-0.01245117,-0.02844238,1.02673340
-0.01232910,-0.02722168,1.02563477
-0.01184082,-0.02697754,1.02685547
-0.01245117,-0.02526855,1.02612305
-0.01257324,-0.02441406,1.02673340
-0.01293945,-0.02441406,1.02648926
-0.01232910,-0.02380371,1.02648926
-0.01281738,-0.02355957,1.02648926
-0.01269531,-0.02368164,1.02648926
-0.01293945,-0.02331543,1.02636719
-0.01306152,-0.02343750,1.02624512
-0.01281738,-0.02368164,1.02648926
-0.01281738,-0.02307129,1.02697754
-0.01135254,-0.02258301,1.02587891
-0.07336426,0.01220703,1.02770996
0.21643066,-0.06799316,1.02893066
0.20214844,-0.00878906,1.02343750
0.15307617,-0.00695801,1.02673340
0.12707520,-0.03039551,1.03222656
0.07739258,0.00378418,1.02966309
0.05773926,-0.01782227,1.02416992
-0.01123047,-0.04797363,1.02416992
-0.15100098,-0.02270508,1.02856445
-0.17077637,-0.02075195,1.02807617
-0.09997559,-0.01611328,1.03100586
-0.03796387,-0.02746582,1.02600098
-0.13732910,-0.02307129,1.02612305
-0.22851563,-0.01208496,1.02490234
-0.20434570,-0.01831055,1.02478027
-0.18688965,-0.02563477,1.02966309
-0.01550293,-0.01879883,1.02270508
-0.01904297,-0.01708984,1.02819824
-0.01843262,-0.01660156,1.02355957
-0.01806641,-0.01745605,1.02734375
-0.01904297,-0.01660156,1.02758789
-0.01855469,-0.01647949,1.02539062
-0.01879883,-0.01770020,1.02661133
-0.01879883,-0.01696777,1.02673340
-0.01904297,-0.01806641,1.02441406
-0.01831055,-0.01831055,1.02868652
-0.01928711,-0.01550293,1.03234863
-0.01721191,-0.01379395,1.01916504
-0.01940918,-0.01123047,1.02832031
-0.01879883,-0.01220703,1.02929687
-0.01867676,-0.01110840,1.02600098
-0.01855469,-0.01013184,1.02368164
-0.01867676,-0.01037598,1.02600098
-0.01782227,-0.01013184,1.02770996
-0.01745605,-0.01074219,1.02648926
-0.01757813,-0.00891113,1.02404785
-0.01818848,-0.00891113,1.02783203
-0.01684570,-0.01025391,1.02392578
-0.01916504,-0.00805664,1.02819824
-0.01782227,-0.00878906,1.02